Bacteria,Temperature,Ocean,Season,Oxygen
199.1721113,60.46870016,Indian,Fall,11.20005647
186.9925871,54.13722823,Indian,Fall,11.24262472
184.1801009,55.78681138,Indian,Fall,10.0827423
197.5206948,52.39718697,Indian,Fall,12.56360516
201.5740665,55.8177971,Indian,Fall,12.06075952
188.3875935,52.44449068,Indian,Fall,11.73895621
199.9117191,49.56779223,Indian,Fall,13.80397598
185.0075655,63.34456038,Indian,Fall,8.781372762
158.9553653,56.98785137,Indian,Fall,6.161732211
193.5087472,55.4278114,Indian,Fall,10.56338153
215.9799826,66.61935842,Indian,Fall,11.46444344
193.2150873,55.4276101,Indian,Fall,11.85121013
194.3708697,63.33850869,Indian,Fall,10.35903208
189.181107,55.05185975,Indian,Fall,10.84039716
213.581325,59.63192297,Indian,Fall,13.36212453
227.4430881,62.25383724,Indian,Fall,14.59593749
187.132818,56.80497376,Indian,Fall,10.24147076
168.4477824,61.68366993,Indian,Fall,6.486083027
195.3040372,63.50049576,Indian,Fall,10.30728783
205.4971473,62.66556765,Indian,Fall,11.33696726
200.7250626,59.94951841,Indian,Fall,11.48355398
203.5367455,62.86200962,Indian,Fall,11.05373982
200.3810565,58.56722064,Indian,Fall,11.85683753
169.6398599,53.48373778,Indian,Fall,7.994848093
221.8101928,70.06902161,Indian,Fall,10.79605426
142.7143936,52.38619492,Indian,Fall,4.34636213
204.3891465,58.40983068,Indian,Fall,12.43325328
200.0271002,66.842996,Indian,Fall,8.490826564
180.3459466,58.12248581,Indian,Fall,8.995627888
189.3167044,67.20877465,Indian,Fall,7.90588366
207.4677366,67.39127136,Indian,Fall,10.58426014
197.2431443,53.47718559,Indian,Fall,12.52492664
220.3625556,69.90138699,Indian,Fall,10.86314922
190.5244384,63.53503764,Indian,Fall,10.15281135
169.9214131,58.7126416,Indian,Fall,7.021802122
182.12927,58.20401866,Indian,Fall,9.512968434
185.4422458,58.68656104,Indian,Fall,9.896239881
134.0968126,44.73312945,Atlantic,Winter,7.64135218
165.9186487,46.82276339,Atlantic,Winter,9.61055704
171.8030989,49.84629523,Atlantic,Winter,10.18275281
141.8402124,41.77306645,Atlantic,Winter,8.039509741
175.4591444,58.61738535,Atlantic,Winter,8.064352991
164.5681383,40.25000632,Atlantic,Winter,11.38832585
182.1457242,51.63352574,Atlantic,Winter,10.9749869
148.9879845,49.43837258,Atlantic,Winter,7.553394175
182.005815,53.09538371,Atlantic,Winter,10.28359124
130.5419803,41.82167396,Atlantic,Winter,6.47776809
184.923966,56.88562198,Atlantic,Winter,9.660527081
164.2013979,49.71623934,Atlantic,Winter,9.21398099
151.5349655,45.75273359,Atlantic,Winter,7.720447886
159.3007675,46.30079716,Atlantic,Winter,9.8211851
167.8627818,51.36476364,Atlantic,Winter,9.649714494
160.8868485,49.54401561,Atlantic,Winter,8.399575169
133.3873135,42.69086339,Atlantic,Winter,5.281773233
180.2591312,54.12758114,Atlantic,Winter,10.48917452
172.7806439,56.66362714,Atlantic,Winter,7.804677761
175.5360026,51.92141685,Atlantic,Winter,10.46136811
166.0641994,48.73345429,Atlantic,Winter,10.18999195
205.1743728,61.66541701,Atlantic,Winter,11.5646345
161.5876381,41.00812107,Atlantic,Winter,10.29239286
189.3302793,48.65152188,Atlantic,Winter,13.15414522
164.7837859,53.59598418,Atlantic,Winter,9.583230328
171.891628,51.0882032,Atlantic,Winter,10.16608237
161.7260615,47.22946354,Atlantic,Winter,9.084625966
185.0373133,56.49269617,Atlantic,Winter,10.85646397
168.9953208,49.8797857,Atlantic,Winter,8.769963626
137.9008624,52.38755655,Atlantic,Winter,4.144341832
197.9089729,52.7855559,Atlantic,Winter,13.04159487
158.1534424,48.74803815,Atlantic,Winter,8.988851392
181.7851537,43.74674088,Atlantic,Winter,13.343549
173.1970219,53.57917576,Atlantic,Winter,9.570828187
180.4231151,45.08783754,Atlantic,Winter,11.87330752
177.4006316,54.23769009,Atlantic,Winter,10.4723346
211.1222366,53.06605203,Atlantic,Winter,14.23097188
192.0296618,42.79704168,Atlantic,Winter,13.75814859
165.3347148,43.65577829,Atlantic,Winter,10.44061579
165.7089832,49.54353021,Atlantic,Winter,9.472406966
174.4151003,46.55150181,Atlantic,Winter,12.20367103
178.796097,53.85496927,Atlantic,Winter,10.22591125
199.194402,55.9514411,Atlantic,Winter,11.47676995
198.0752196,62.41804716,Atlantic,Winter,10.61992994
172.3461777,49.36734194,Atlantic,Winter,10.53705029
164.9254403,48.12248306,Atlantic,Winter,10.03545687
190.9184884,56.97576744,Atlantic,Winter,11.86141226
203.5661353,53.54493589,Atlantic,Winter,13.2231231
159.9173231,46.50331023,Atlantic,Winter,10.19400444
156.5527545,49.66227391,Atlantic,Winter,8.483888753
168.482817,53.46957965,Atlantic,Winter,7.566114295
251.8182839,59.67900964,Atlantic,Winter,16.29519114
194.0472223,55.15171644,Atlantic,Winter,11.69342503
191.7189154,49.95273343,Atlantic,Winter,12.00425407
176.9897665,50.90370574,Atlantic,Winter,10.98005863
169.1640618,49.4186726,Atlantic,Winter,9.744555768
198.2021685,59.23744663,Atlantic,Winter,9.381420508
163.2363543,42.58726422,Atlantic,Winter,11.1085955
217.3145131,58.63356548,Atlantic,Winter,14.38978629
143.2218156,47.10370457,Atlantic,Winter,5.503180959
185.8927198,48.26082752,Atlantic,Winter,12.92355572
148.727069,46.7386597,Atlantic,Winter,7.162046881
202.2899789,46.28040236,Atlantic,Winter,14.4318733
164.1956095,51.56088092,Atlantic,Winter,7.29884952
158.9658182,47.63231516,Atlantic,Winter,9.062863105
144.3066212,36.64228612,Atlantic,Winter,9.40542761
165.604101,57.84298096,Atlantic,Winter,8.113886276
162.2452312,49.6091472,Atlantic,Winter,8.810432425
165.7282205,54.83449214,Atlantic,Winter,7.979284679
148.9577438,45.28250366,Atlantic,Winter,8.155717017
196.8580689,67.92866509,Atlantic,Spring,9.041235422
219.0605307,68.45038153,Atlantic,Spring,11.12898329
200.799742,58.52960984,Atlantic,Spring,11.21585423
168.4612778,61.08475133,Atlantic,Spring,7.393169772
199.9220104,61.22889772,Atlantic,Spring,10.8508841
190.1822533,57.15535687,Atlantic,Spring,11.60540867
187.3335423,62.10780017,Atlantic,Spring,9.893422082
152.7627379,53.57575378,Atlantic,Spring,8.358552505
208.6780192,67.60477699,Atlantic,Spring,10.46674417
184.6738168,58.94073973,Atlantic,Spring,8.829059205
203.4393578,69.19798791,Atlantic,Spring,10.326575
216.898521,71.82725888,Atlantic,Spring,9.842294749
198.3175319,55.20198726,Atlantic,Spring,11.10366842
189.4633628,64.06510369,Atlantic,Spring,8.725085821
185.6942942,62.1948823,Atlantic,Spring,9.342911183
192.3480099,60.5912931,Atlantic,Spring,9.810632126
196.164452,57.1064392,Atlantic,Spring,12.06777747
198.9294912,65.18574545,Atlantic,Spring,9.666615451
179.8270653,56.35835726,Atlantic,Spring,9.407921814
218.9158007,62.59590354,Atlantic,Spring,12.88439428
230.7249283,63.41159781,Atlantic,Spring,14.05233843
192.8827457,55.82996027,Atlantic,Spring,12.04739682
186.5094694,60.88636293,Atlantic,Spring,8.994239486
201.9402223,68.53945605,Atlantic,Spring,8.753423971
213.5045073,65.33623261,Atlantic,Spring,10.71361816
184.0149691,60.25639864,Atlantic,Spring,8.991363697
206.4040046,61.28170487,Atlantic,Spring,11.50182845
180.77773,57.65235497,Atlantic,Spring,9.449156361
230.7792493,60.1064075,Atlantic,Spring,14.31036114
208.0275712,61.05051981,Atlantic,Spring,11.45087397
203.0580677,58.60297339,Atlantic,Spring,12.01085887
197.4844099,70.40341827,Atlantic,Spring,8.145774509
190.4785656,58.71402659,Atlantic,Spring,9.87252935
183.2502258,62.03861966,Atlantic,Spring,8.749576576
186.7768334,62.66217742,Atlantic,Spring,9.000433897
191.1541292,65.33233391,Atlantic,Spring,8.723493795
182.2979492,65.59519055,Atlantic,Spring,7.002078303
202.3602104,60.39473386,Atlantic,Spring,11.01997693
211.8018929,62.98764491,Atlantic,Spring,12.82650529
195.6200849,61.18369787,Atlantic,Spring,9.970100996
206.9168302,71.48033026,Atlantic,Spring,8.792305365
168.1473293,61.95927353,Atlantic,Spring,5.977550384
189.9245584,62.6054628,Atlantic,Spring,9.851691
199.1660568,67.22071775,Atlantic,Spring,9.616214153
174.8964683,59.75257678,Atlantic,Spring,8.948669334
204.2079365,66.34199105,Atlantic,Spring,9.569571537
159.6532395,47.03708514,Atlantic,Spring,9.859141536
176.3587864,53.7272457,Atlantic,Spring,9.78220841
219.3544254,66.83590612,Atlantic,Spring,12.0565841
183.6812125,54.76348773,Atlantic,Spring,11.00295732
181.7283982,48.11670547,Atlantic,Spring,11.86646191
218.5296445,64.11117253,Atlantic,Spring,12.5603044
196.6964745,59.45775167,Atlantic,Spring,11.60849902
182.6762103,58.30259033,Atlantic,Spring,8.740626784
170.6401437,52.32035246,Atlantic,Spring,9.125995142
192.7430435,60.23275715,Atlantic,Spring,11.04330489
205.6556677,65.15978869,Atlantic,Spring,11.59082824
189.5984527,65.50012644,Atlantic,Spring,7.775699603
186.269244,58.80159693,Atlantic,Spring,9.99479703
192.5914372,67.27427601,Atlantic,Spring,7.968017863
195.465381,64.35859871,Atlantic,Spring,10.24541845
189.5197654,59.79069007,Atlantic,Spring,9.786189882
205.914586,61.52443893,Atlantic,Spring,11.01722247
191.8779052,59.7570144,Atlantic,Spring,9.231013864
175.8997987,58.09351373,Atlantic,Spring,7.457347032
207.994097,53.44764296,Atlantic,Spring,12.93007077
228.4521177,65.5940754,Atlantic,Spring,12.93535031
175.0298566,59.01568077,Atlantic,Spring,8.703875927
175.018403,62.22523166,Atlantic,Spring,6.991141367
207.0705127,61.77676031,Atlantic,Spring,11.70719517
167.2742888,55.91716006,Atlantic,Spring,6.957454288
167.8773761,57.7842228,Atlantic,Spring,7.003634295
177.8593993,47.76467504,Atlantic,Spring,10.95699148
198.0834999,58.57618539,Atlantic,Spring,12.00077299
174.5663718,55.25204736,Atlantic,Spring,8.052870895
193.0217809,55.28494319,Atlantic,Spring,11.89640044
233.8755073,61.13101582,Atlantic,Spring,15.38371732
181.2887709,58.09097573,Atlantic,Spring,9.540204892
216.1894146,65.3627814,Atlantic,Spring,11.02309548
187.8372043,65.85639448,Atlantic,Spring,7.956237038
170.6910019,61.77841661,Atlantic,Spring,6.359036257
228.5154064,58.06990837,Atlantic,Spring,15.23711513
215.7461829,53.72423689,Atlantic,Spring,13.91135141
161.3934967,53.20611554,Atlantic,Spring,7.938427575
203.6115473,65.66279801,Atlantic,Spring,10.27643701
178.9948827,53.98662469,Atlantic,Spring,10.51101129
202.9741283,66.04057564,Atlantic,Spring,10.23301535
239.5818383,64.9926921,Atlantic,Spring,14.00053225
180.4106934,55.10836222,Atlantic,Spring,10.27419391
207.0524714,63.01226204,Atlantic,Spring,11.26442502
158.7633847,57.03546825,Atlantic,Spring,6.787726724
204.0495053,59.56344881,Atlantic,Spring,11.1520692
216.350645,64.37791362,Atlantic,Summer,12.17348244
164.5542382,58.60803727,Atlantic,Summer,7.231123172
232.6566702,65.07359928,Atlantic,Summer,13.49231824
209.4680321,64.68737758,Atlantic,Summer,10.45728211
225.4934197,65.54490489,Atlantic,Summer,12.73228286
211.7222344,66.51838883,Atlantic,Summer,10.23013895
203.1791856,58.83429959,Atlantic,Summer,10.90931906
200.9796683,63.24709408,Atlantic,Summer,11.69852945
178.8259969,58.84540176,Atlantic,Summer,7.809531721
232.2583593,73.95577008,Atlantic,Summer,11.42378873
199.2993378,66.96940853,Atlantic,Summer,9.717186241
195.0879221,62.90658414,Atlantic,Summer,9.72359929
193.649146,62.37591867,Atlantic,Summer,9.979116079
204.8856564,64.83614628,Atlantic,Summer,10.65993948
203.8548723,66.63338984,Atlantic,Summer,9.481868966
158.9375977,57.73317496,Atlantic,Summer,7.463971792
199.4971831,73.03097283,Atlantic,Summer,8.21908768
199.2751845,66.74412712,Atlantic,Summer,9.776783225
188.211672,64.46136622,Atlantic,Summer,8.334911043
237.9959674,67.83352233,Atlantic,Summer,14.25441572
183.2788911,63.44700288,Atlantic,Summer,6.860454471
218.8769044,72.89526247,Atlantic,Summer,10.75184008
224.3642009,75.73138336,Atlantic,Summer,11.10618008
206.4421321,64.76234154,Atlantic,Summer,10.82914309
199.5780494,65.11949253,Atlantic,Summer,8.949350191
234.8372822,73.65874794,Atlantic,Summer,11.92368003
191.8877998,68.68753301,Atlantic,Summer,8.203569032
186.5954631,59.58138656,Atlantic,Summer,9.905715778
205.3402952,69.34290825,Atlantic,Summer,9.724807879
206.0684345,65.71467579,Atlantic,Summer,10.26380706
189.7710052,57.97595694,Atlantic,Summer,11.36614737
228.4824204,70.57764944,Atlantic,Summer,11.92854167
215.5418386,70.07196335,Atlantic,Summer,10.35725251
210.9601412,65.88811884,Atlantic,Summer,10.90352484
195.4589862,69.27614527,Atlantic,Summer,8.218556037
180.5540616,60.15739442,Atlantic,Summer,8.73953194
207.8420819,62.9639308,Atlantic,Summer,12.53071777
223.8327482,65.18559013,Atlantic,Summer,12.08394901
214.4253454,66.38355529,Atlantic,Summer,11.79687759
179.0390614,61.87223181,Atlantic,Summer,8.118301471
187.8437264,52.144083,Atlantic,Summer,12.42485071
188.1333886,62.36540025,Atlantic,Summer,8.616137426
180.4812798,67.40572866,Atlantic,Summer,5.539620717
205.198741,62.72772724,Atlantic,Summer,12.07115251
214.4544533,65.4665015,Atlantic,Summer,12.53091827
184.2277951,67.67657287,Atlantic,Summer,7.060799489
239.9081301,71.62209563,Atlantic,Summer,12.92949464
208.9032532,64.37335928,Atlantic,Summer,11.27875004
208.2739204,71.33953106,Atlantic,Summer,9.067192225
222.1472155,73.84700557,Atlantic,Summer,10.43095801
199.7515264,64.88591324,Atlantic,Summer,9.775384001
218.3027754,69.95569576,Atlantic,Summer,11.35029555
222.4982638,74.45774407,Atlantic,Summer,10.02064815
205.3888581,67.96899194,Atlantic,Summer,9.082127884
210.6457768,68.59977321,Atlantic,Summer,9.637002975
183.1278681,61.95075087,Atlantic,Summer,8.02281545
189.7519915,57.83082936,Atlantic,Summer,10.48967213
221.7354811,67.13141109,Atlantic,Summer,11.20370954
237.3157795,65.8378208,Atlantic,Summer,14.48763948
216.9954561,65.84572129,Atlantic,Summer,11.99502216
209.1755057,67.5581175,Atlantic,Summer,10.02119368
193.2479834,62.84571584,Atlantic,Summer,8.832652671
182.8776048,60.63596358,Atlantic,Summer,9.829671429
187.6972792,59.61719584,Atlantic,Summer,9.825828767
191.4761763,64.04962462,Atlantic,Summer,9.478716352
201.0768443,67.24540918,Atlantic,Summer,10.53535886
241.5461159,74.97051199,Atlantic,Summer,12.69222079
201.2914217,64.49383174,Atlantic,Summer,9.968711276
222.023399,70.9223657,Atlantic,Summer,11.63227056
194.3876263,64.93941596,Atlantic,Fall,9.73357126
190.5060779,59.85536105,Atlantic,Fall,9.630120465
188.2709636,55.50703349,Atlantic,Fall,11.82255542
183.6682845,61.82280248,Atlantic,Fall,8.548179412
185.1672157,62.73820684,Atlantic,Fall,8.728775968
187.127568,61.26236397,Atlantic,Fall,9.255977632
161.4893285,50.39269596,Atlantic,Fall,8.505259696
197.3603372,60.93778744,Atlantic,Fall,11.4565136
176.4072722,64.15823801,Atlantic,Fall,7.215909015
167.5397607,54.20527465,Atlantic,Fall,8.417758628
217.3344121,59.01184247,Atlantic,Fall,13.76394378
225.4196768,57.82043625,Atlantic,Fall,14.37594505
175.9736846,56.63293482,Atlantic,Fall,9.456953096
242.9282988,69.12523472,Atlantic,Fall,14.18708942
188.5328541,65.4221574,Atlantic,Fall,8.627992549
159.2080357,55.05224285,Atlantic,Fall,6.609021862
191.878179,62.24585066,Atlantic,Fall,8.804427871
182.8105871,56.67330218,Atlantic,Fall,9.983576093
210.1555303,65.56063532,Atlantic,Fall,11.34092564
196.8218453,62.62859919,Atlantic,Fall,10.38653675
187.0650384,58.86197001,Atlantic,Fall,8.824704863
212.6959224,68.66713213,Atlantic,Fall,9.789412769
182.3204727,63.42207309,Atlantic,Fall,7.114074629
192.274849,63.32386555,Atlantic,Fall,9.365027243
162.6669877,50.9414012,Atlantic,Fall,8.418608944
198.9830852,65.37191756,Atlantic,Fall,9.108334753
189.9487606,57.61603895,Atlantic,Fall,11.22311281
189.4462963,58.57539727,Atlantic,Fall,9.950164486
216.59948,61.61192502,Atlantic,Fall,12.55058052
215.3453821,65.58924234,Atlantic,Fall,12.37287462
157.768549,55.94667211,Atlantic,Fall,5.30470349
181.1314056,49.30682631,Atlantic,Fall,11.60881769
192.2192364,50.34765925,Atlantic,Fall,13.95655338
205.9594253,61.94821179,Atlantic,Fall,10.87672966
199.4109075,63.88419415,Atlantic,Fall,10.65747202
219.8134265,63.31534471,Atlantic,Fall,12.16029266
215.2746097,60.08149701,Atlantic,Fall,12.72152604
194.6292206,58.00370651,Atlantic,Fall,11.4178788
185.0483951,61.92772156,Atlantic,Fall,8.837010531
189.2104541,56.91883534,Atlantic,Fall,9.733187306
181.6642661,68.93456712,Atlantic,Fall,5.729967737
190.6908404,54.6429559,Atlantic,Fall,11.25360263
203.3605538,54.56076426,Atlantic,Fall,11.88724264
189.943496,55.75225834,Atlantic,Fall,11.80996611
191.7516579,61.16555988,Atlantic,Fall,10.39589
175.947289,55.28322105,Atlantic,Fall,10.29228456
160.4694295,55.60613912,Atlantic,Fall,7.02309795
183.6446564,50.93317296,Atlantic,Fall,11.03543961
194.2699003,64.05573397,Atlantic,Fall,9.265907881
168.2084543,54.65861056,Atlantic,Fall,8.395474776
206.6463293,65.06696248,Atlantic,Fall,11.74570912
