MSRP,Make,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg
37700,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24
33200,Audi,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31
43050,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24
39300,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24
36600,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24
39750,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23
45450,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24
48450,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23
36700,Audi,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31
34400,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23
35900,Audi,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31
43100,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23
36900,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,33,24
33600,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23
30900,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,33,23
40100,Audi,2016,premium unleaded (recommended),170,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,35,24
42300,Audi,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,32,23
42050,Audi,2016,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,"Diesel,Luxury",Compact,Sedan,43,31
43150,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26
40150,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26
37450,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26
37600,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25
34450,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26
40300,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25
49250,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25
43550,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Luxury,Compact,Convertible,34,25
31200,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Compact,Sedan,35,26
40850,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25
46550,Audi,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Luxury,Compact,Convertible,34,25
34200,Audi,2017,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Compact,Sedan,35,26
51400,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23
44000,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23
47000,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Wagon,28,23
45000,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
39700,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
43800,Audi,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22
35500,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24
38500,Audi,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22
37600,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24
36400,Audi,2015,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22
42900,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,32,24
37600,Audi,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
37000,Audi,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22
38000,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22
38000,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
35900,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,31,22
40100,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
39100,Audi,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,22
37300,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25
34900,Audi,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27
48000,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24
43200,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24
41100,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25
45900,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,"Luxury,Performance",Midsize,Sedan,33,25
39400,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24
38700,Audi,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27
37850,Audi,2017,premium unleaded (recommended),190,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,37,27
42350,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,24
43800,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22
41500,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Coupe,31,22
47900,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21
50200,Audi,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Luxury,Midsize,Convertible,29,21
40500,Audi,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22
42800,Audi,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Luxury,Midsize,Coupe,32,22
41200,Audi,2017,flex-fuel (premium unleaded recommended/E85),220,4,MANUAL,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,32,23
48600,Audi,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Convertible,21,15
42200,Audi,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,"Flex Fuel,Luxury",Midsize,Coupe,22,15
58700,Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24
50450,Audi,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20
44800,Audi,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25
60100,Audi,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18
48350,Audi,2015,premium unleaded (recommended),220,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,33,25
56300,Audi,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,18
46900,Audi,2015,premium unleaded (recommended),220,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,29,20
62500,Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,24
52100,Audi,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22
49900,Audi,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24
46200,Audi,2016,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,35,24
59500,Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25
61600,Audi,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20
57400,Audi,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20
63700,Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Midsize,Sedan,38,25
48400,Audi,2016,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22
53800,Audi,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,31,22
61600,Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22
67600,Audi,2017,premium unleaded (required),340,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,31,22
58600,Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,29,21
49800,Audi,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,22
51600,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,354,24
47600,Audi,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,34,24
65900,Audi,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18
69750,Audi,2015,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18
68300,Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24
72150,Audi,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,24
70400,Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,38,25
68300,Audi,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20
73050,Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,35,24
70950,Audi,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,30,20
68800,Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21
71350,Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,21
85200,Audi,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,"Diesel,Luxury",Large,Sedan,36,24
137900,Audi,2016,premium unleaded (required),500,12,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,22,14
90500,Audi,2016,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18
81500,Audi,2016,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,28,18
91500,Audi,2017,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Large,Sedan,29,18
82500,Audi,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Large,Sedan,29,19
43850,GMC,2017,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
45850,GMC,2017,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
33975,GMC,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17
40820,GMC,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17
42820,GMC,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16
42095,GMC,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17
44095,GMC,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16
38555,GMC,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16
47690,GMC,2015,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17
35975,GMC,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16
49690,GMC,2015,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,23,16
36555,GMC,2015,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,24,17
36755,GMC,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
44295,GMC,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
42295,GMC,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
30975,GMC,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
36175,GMC,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
49890,GMC,2016,regular unleaded,288,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
41020,GMC,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
34175,GMC,2016,regular unleaded,281,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
47890,GMC,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,22,15
38755,GMC,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
43020,GMC,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,22,15
38350,GMC,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21
43750,GMC,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18
35070,GMC,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21
32450,GMC,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21
37070,GMC,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21
41450,GMC,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18
34450,GMC,2017,regular unleaded,194,4,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,21
29070,GMC,2017,regular unleaded,194,4,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,26,21
44920,GMC,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
46920,GMC,2017,regular unleaded,310,6,AUTOMATIC,all wheel drive,4,Crossover,Midsize,4dr SUV,25,18
41750,GMC,2017,regular unleaded,310,6,AUTOMATIC,front wheel drive,4,Crossover,Midsize,4dr SUV,25,18
17395,Hyundai,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27
14895,Hyundai,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
15645,Hyundai,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,27
16095,Hyundai,2014,regular unleaded,138,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,27
14645,Hyundai,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27
16395,Hyundai,2014,regular unleaded,138,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
14745,Hyundai,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27
14995,Hyundai,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
15745,Hyundai,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,26
17495,Hyundai,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26
16495,Hyundai,2015,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
16195,Hyundai,2015,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26
15745,Hyundai,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,37,26
17495,Hyundai,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26
16195,Hyundai,2016,regular unleaded,137,4,AUTOMATIC,front wheel drive,4,Hatchback,Compact,4dr Hatchback,37,26
16495,Hyundai,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
14745,Hyundai,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,38,27
14995,Hyundai,2016,regular unleaded,137,4,MANUAL,front wheel drive,4,Hatchback,Compact,4dr Hatchback,38,27
2000,Plymouth,1993,regular unleaded,100,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,29,22
2000,Plymouth,1994,regular unleaded,106,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,25,19
2000,Plymouth,1995,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,N/A,Compact,Sedan,26,19
34020,Honda,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17
36220,Honda,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,25,17
29670,Honda,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
34770,Honda,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
32570,Honda,2010,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
29990,Honda,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
32890,Honda,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
36540,Honda,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18
34340,Honda,2011,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,26,18
35090,Honda,2011,regular unleaded,271,6,AUTOMATIC,front wheel drive,4,"Crossover,Hatchback",Midsize,4dr Hatchback,27,18
31905,Honda,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
29155,Honda,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
34905,Honda,2014,regular unleaded,195,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
35055,Honda,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
32055,Honda,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
29305,Honda,2015,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,45,50
29605,Honda,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49
32905,Honda,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49
35955,Honda,2017,regular unleaded,212,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,47,49
39780,Honda,2014,regular unleaded,196,4,AUTOMATIC,front wheel drive,4,Hybrid,Midsize,Sedan,46,47
30775,Honda,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18
32270,Honda,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21
32550,Honda,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21
23775,Honda,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,24
26300,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
30195,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27
25450,Honda,2015,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,24
32550,Honda,2015,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18
24665,Honda,2015,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
25030,Honda,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24
30270,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
25830,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27
28495,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
30495,Honda,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21
30775,Honda,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21
22105,Honda,2015,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24
28420,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27
33630,Honda,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21
24625,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
23865,Honda,2015,regular unleaded,189,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,24
22905,Honda,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,27
32745,Honda,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21
28670,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27
26850,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
25065,Honda,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
30745,Honda,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,21
27380,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27
34680,Honda,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Performance,Midsize,Sedan,34,21
27850,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
24725,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
24265,Honda,2016,regular unleaded,189,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,23
26380,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27
30845,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
25580,Honda,2016,regular unleaded,185,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,23
23005,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27
23875,Honda,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,23
28845,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
26065,Honda,2016,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,35,26
26000,Honda,2016,regular unleaded,185,4,MANUAL,front wheel drive,2,N/A,Midsize,Coupe,34,23
25725,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,N/A,Midsize,Coupe,35,26
24005,Honda,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,27
31025,Honda,2016,regular unleaded,278,6,MANUAL,front wheel drive,2,Performance,Midsize,Coupe,28,18
34225,Honda,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21
33025,Honda,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Performance,Midsize,Coupe,32,21
