id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1811,F,1.4625,1.1875,0.4875,35.13920525,11.69416875,9.65300475,10.9145575,18.0
1812,M,1.6875,1.2875,0.5125,41.63124075,17.93105875,8.845044,11.1980525,14.0
1813,F,1.4,1.125,0.4125,28.2077525,10.489315,5.2446575,9.355335,23.0
1814,I,1.0375,0.8125,0.275,12.587178,6.0951425,2.608154,3.96893,9.0
1815,I,1.0625,0.7875,0.2125,8.8733935,3.798833,2.33883375,2.4097075,7.0
1816,M,1.15,0.875,0.3125,13.04077,5.273007,2.16873675,4.1106775,11.0
1817,I,1.1,0.8375,0.3125,11.2547515,5.6982495,2.5231055,3.685435,7.0
1818,M,1.4375,1.1375,0.3125,24.62154075,12.23280925,4.32329875,7.654365,9.0
1819,F,1.4625,1.1875,0.425,27.28639375,12.40290625,6.30776375,8.334753,10.0
1820,I,0.9,0.7,0.225,4.97533725,2.05533875,1.587572,1.984465,6.0
1821,I,1.3,0.975,0.35,18.10115575,8.29222875,3.98310475,4.7343665,9.0
1822,M,1.425,1.1125,0.4125,22.6796,10.149121,5.54232725,6.9456275,10.0
1823,M,1.4625,1.15,0.375,27.148821,9.28446125,4.309124,8.6465975,12.0
1824,F,1.5625,1.225,0.5125,42.354153,14.5432935,9.7238785,13.60776,17.0
1825,M,1.525,1.2125,0.425,34.40211825,16.48523425,7.824462,9.4970825,13.0
1826,M,1.375,1.1,0.325,24.22464775,10.21999475,5.4714535,6.9456275,10.0
1827,I,1.1,0.8375,0.3,12.7856245,5.329706,2.4097075,3.118445,7.0
1828,I,0.8125,0.5125,0.2,4.309124,1.60174675,0.963883,1.40330025,5.0
1829,I,1.3125,1.0,0.3125,18.030282,8.278054,4.1106775,4.9611625,8.0
1830,F,1.375,1.1625,0.5,27.91008275,11.3398,5.5281525,11.056305,14.0
1831,I,0.7875,0.5875,0.175,3.81300775,1.17650425,0.7654365,1.13398,3.0
1832,I,1.3125,1.075,0.35,21.8007655,8.8733935,4.86193925,6.3786375,10.0
1833,I,0.875,0.6875,0.2125,5.40057975,2.664853,0.89300925,1.8427175,6.0
1834,F,1.175,0.8875,0.3,13.90542975,5.6982495,3.40194,3.8271825,9.0
1835,F,1.4625,1.0625,0.3625,26.138239,11.49572225,6.13766675,7.7961125,8.0
1836,M,1.225,0.9375,0.3,17.90270925,7.07320025,4.01145425,5.386405,9.0
1837,M,1.4125,1.1,0.4125,25.344453,7.78193775,6.4353365,7.030676,11.0
1838,M,1.575,1.175,0.3875,31.90736225,15.762322,6.463686,7.6827145,10.0
1839,M,1.3875,1.1,0.375,23.586784,11.736693,5.99591925,6.7755305,11.0
1840,F,1.4875,1.2,0.4,31.127751,15.932419,6.67630725,6.80388,8.0
1841,F,1.4,1.125,0.4375,31.6096925,10.77281,6.123492,9.07184,14.0
1842,F,1.6125,1.25,0.45,37.1094955,16.6411565,6.5487345,9.185238,11.0
1843,F,1.675,1.3125,0.4375,45.756093,20.695135,9.8939755,11.7650425,13.0
1844,I,1.1625,0.875,0.3,15.6205745,6.73300625,3.47281375,4.9611625,9.0
1845,M,1.575,1.2,0.4375,35.550273,13.42348825,7.86698625,11.056305,10.0
1846,M,1.55,1.2625,0.4375,28.462898,11.92096475,5.783298,11.056305,13.0
1847,F,0.9625,0.7125,0.25,7.4559185,2.4097075,1.63009625,2.1262125,9.0
1848,M,1.1875,0.9125,0.25,11.3398,4.83358975,2.608154,3.8271825,11.0
1849,I,1.1875,0.9,0.3125,14.5432935,8.71747125,3.04757125,4.1106775,9.0
1850,F,1.8,1.5,0.475,44.04094825,17.90270925,9.8939755,11.1980525,27.0
1851,M,1.425,1.1375,0.4125,30.43318825,13.437663,6.180191,7.767763,10.0
1852,M,1.75,1.375,0.4625,47.400364,20.48251375,8.448151,13.60776,13.0
1853,F,1.5375,1.1875,0.4,29.49765475,12.5021295,6.80388,8.6465975,10.0
1854,I,0.9,0.675,0.2375,4.5642695,2.0695135,1.31825175,1.70097,6.0
1855,F,1.6875,1.3,0.425,38.73959175,20.11397025,8.80251975,10.19164525,10.0
1856,M,1.2375,0.9625,0.375,22.4244545,9.70970375,4.6209685,6.27941425,12.0
1857,I,1.375,1.0625,0.3375,20.4966885,9.87980075,4.26659975,5.23048275,8.0
1858,I,0.7,0.625,0.175,3.3168915,1.17650425,0.72291225,1.13398,6.0
1859,F,1.45,1.1125,0.4125,27.68328675,13.891255,6.90310325,7.654365,9.0
1860,M,1.5625,1.2125,0.425,34.79901125,15.365429,6.67630725,11.1980525,11.0
1861,I,1.125,0.9125,0.2875,13.551061,6.8889285,3.0333965,3.2034935,8.0
1862,F,1.45,1.15,0.4,24.6357155,9.525432,7.3425205,8.0796075,15.0
1863,I,0.6875,0.5,0.2,3.01922175,1.54504775,0.63786375,0.907184,6.0
1864,I,0.8625,0.6375,0.2,5.5848515,2.65067825,1.304077,1.417475,6.0
1865,M,1.45,1.125,0.3625,26.94619975,12.74310025,6.39281225,7.5126175,8.0
1866,F,1.5625,1.2,0.45,30.40483875,13.59358525,6.30776375,8.50485,10.0
1867,M,1.3375,1.0875,0.3125,20.87940675,9.808927,4.5075705,6.0951425,9.0
1868,I,0.6875,0.5125,0.1625,2.721552,1.0489315,0.52446575,0.850485,5.0
1869,F,1.625,1.2625,0.4,35.67784575,16.0174675,7.01650125,11.056305,11.0
1870,I,1.375,0.975,0.3375,22.94892025,10.149121,4.422522,6.42116175,9.0
1871,I,1.5125,1.1875,0.375,26.46425825,8.051258,5.40057975,10.0640725,19.0
1872,M,1.45,1.1375,0.3625,26.54930675,10.16329575,5.8683465,7.087375,9.0
1873,M,1.525,1.2125,0.475,37.226008,14.13222575,7.55514175,11.056305,12.0
1874,I,1.3125,1.025,0.35,18.4555245,7.98038425,3.9405805,5.953395,10.0
1875,I,1.3125,1.0,0.375,18.46969925,8.278054,4.706017,5.953395,9.0
1876,M,1.4125,1.075,0.375,26.988724,12.1619355,6.19436575,8.3631025,10.0
1877,M,1.7125,1.25,0.475,47.18774275,21.13455225,10.44679075,11.94931425,12.0
1878,M,1.575,1.225,0.3625,34.31706975,15.7339725,6.39281225,8.6465975,12.0
1879,I,1.025,0.7875,0.225,9.8372765,4.55009475,2.08368825,2.551455,7.0
1880,M,1.6125,1.2875,0.4125,41.48949325,19.27766,7.3992195,11.623295,11.0
1881,M,1.6,1.2875,0.4,38.20095125,17.8885345,8.66077225,10.0640725,11.0
1882,M,1.8375,1.4125,0.4625,49.22890675,21.98503725,10.9712565,12.8990225,11.0
1883,M,1.4375,1.1375,0.4,26.40755925,9.07184,5.14543425,8.9300925,14.0
1884,I,0.9375,0.725,0.225,7.55514175,3.005047,1.68679525,2.1262125,7.0
1885,F,0.8125,0.6,0.2,4.43669675,1.6159215,1.09145575,1.70097,6.0
1886,I,1.15,0.875,0.3,13.19669225,5.329706,2.3530085,5.386405,8.0
1887,F,1.1625,0.9125,0.3,15.52135125,7.41339425,3.27436725,4.6776675,9.0
1888,I,1.075,0.8375,0.25,10.2908685,4.94698775,2.56562975,2.9766975,7.0
1889,I,0.7375,0.5375,0.2,3.96893,1.417475,0.80796075,1.13398,5.0
1890,I,1.1,0.875,0.2875,12.54465375,5.96756975,2.6365035,3.8271825,8.0
1891,M,1.5625,1.2,0.4625,34.6147395,16.499409,8.221355,8.9300925,11.0
1892,I,1.1875,0.9,0.2625,12.813974,5.6699,3.69960975,3.685435,8.0
1893,F,1.475,1.125,0.3875,36.3724085,12.77144975,6.95980225,11.056305,17.0
1894,F,1.65,1.3375,0.4125,35.19590425,16.59863225,7.200773,11.7650425,14.0
1895,F,1.4375,1.125,0.3875,30.277266,12.530479,6.44951125,8.50485,10.0
1896,I,1.0125,0.75,0.2375,10.19164525,5.4147545,2.50893075,2.551455,7.0
1897,M,1.4625,1.175,0.4125,31.99241075,9.525432,7.314171,10.61688775,24.0
1898,F,1.0125,0.7875,0.275,9.19941275,3.58621175,1.9561155,2.6932025,8.0
1899,M,1.6,1.225,0.425,32.10580875,15.1669825,6.76135575,8.6465975,9.0
1900,I,0.45,0.325,0.1,0.75126175,0.35436875,0.2551455,0.2551455,4.0
1901,I,0.8875,0.6625,0.225,6.577084,2.76407625,1.1623295,2.26796,6.0
1902,M,1.4375,1.125,0.3625,26.12406425,10.81533425,6.13766675,8.3631025,14.0
1903,I,1.05,0.8375,0.2875,10.07824725,4.37999775,1.984465,3.118445,8.0
1904,I,0.9625,0.725,0.2375,8.674947,6.16601625,1.7293195,2.1262125,6.0
1905,M,1.5,1.225,0.3875,34.5013415,13.42348825,6.8322295,11.3398,16.0
1906,M,1.3125,1.0125,0.3125,20.921931,8.09378225,4.91863825,5.386405,9.0
1907,M,1.6375,1.3125,0.475,38.71124225,16.612807,8.901743,12.2186345,11.0
1908,F,1.1875,0.925,0.2875,16.68368075,6.633783,3.78465825,5.386405,10.0
1909,I,0.875,0.6625,0.2,5.71242425,2.721552,1.14815475,2.551455,7.0
1910,M,1.525,1.1875,0.425,31.581343,14.04717725,7.49844275,8.26387925,12.0
1911,I,1.025,0.75,0.25,8.561549,4.32329875,1.74349425,2.6365035,7.0
1912,F,1.7,1.3,0.5,50.6605565,20.0430965,10.13494625,13.60776,11.0
1913,M,1.475,1.1875,0.3875,33.622507,17.02387475,5.20213325,7.087375,14.0
1914,M,1.7375,1.3375,0.5125,48.5059945,20.48251375,9.62465525,13.324265,18.0
1915,M,1.5375,1.2,0.4,29.01571325,13.70698325,6.13766675,8.50485,8.0
1916,I,1.3625,1.0125,0.35,18.01610725,7.92368525,4.195726,5.953395,10.0
1917,M,1.475,1.225,0.4,31.79396425,10.81533425,7.9662095,10.489315,12.0
1918,M,1.2875,0.95,0.4,20.19901875,9.25611175,4.025629,6.23689,10.0
1919,F,1.725,1.35,0.4375,51.199197,21.67319275,11.850091,14.2597985,15.0
1920,I,1.2375,0.95,0.3125,15.71979775,7.144074,3.69960975,4.6776675,9.0
1921,F,1.5125,1.225,0.4125,31.127751,11.94931425,6.67630725,9.63883,16.0
1922,M,1.5125,1.2125,0.4375,29.596878,12.94154675,6.78970525,9.922325,18.0
1923,F,1.4125,1.1,0.4125,29.44095575,12.587178,6.1518415,7.37087,9.0
1924,I,0.9,0.675,0.225,5.20213325,2.211261,1.8994165,1.71514475,7.0
1925,I,0.9375,0.675,0.2,6.98815175,3.061746,1.1623295,1.984465,7.0
1926,F,1.1375,0.875,0.3125,16.51358375,5.6415505,3.69960975,6.23689,10.0
1927,F,1.075,0.8,0.25,12.2753335,5.6982495,2.5231055,3.40194,7.0
1928,M,1.4375,1.125,0.4,27.499015,10.04989775,6.13766675,8.3631025,12.0
1929,I,1.2125,0.9125,0.275,13.8062065,6.7188315,3.061746,3.84135725,7.0
1930,I,1.15,0.8625,0.2625,11.97766375,4.6776675,2.3530085,3.5436875,8.0
1931,M,1.425,1.1375,0.3625,26.01066625,10.61688775,5.726599,8.221355,11.0
1932,F,1.775,1.35,0.5125,45.245802,22.6512505,9.525432,14.5999925,9.0
1933,I,0.4875,0.3,0.0875,0.680388,0.2551455,0.15592225,0.2551455,4.0
1934,F,1.4625,1.15,0.3625,26.32251075,11.113004,5.17378375,7.83863675,9.0
1935,M,1.4375,1.1,0.3875,24.720764,12.51630425,5.6982495,7.37087,9.0
1936,M,1.5,1.2,0.4125,29.24250925,11.43902325,5.2446575,8.3631025,12.0
1937,I,1.25,0.8875,0.275,14.004653,6.25106475,2.76407625,3.96893,8.0
1938,I,1.375,1.0625,0.375,22.0275615,9.241937,4.252425,6.70465675,9.0
1939,M,1.525,1.175,0.3875,32.6869735,15.63474925,7.9662095,8.788345,10.0
1940,F,1.5,1.2,0.4125,34.58639,15.4504775,7.18659825,9.7805775,9.0
1941,I,1.125,0.825,0.2375,10.716111,4.63514325,2.551455,2.83495,7.0
1942,I,1.125,0.875,0.3125,12.43125575,5.51397775,2.721552,4.53592,8.0
1943,M,1.375,1.075,0.4125,24.777463,10.47514025,6.05261825,6.80388,9.0
1944,I,1.4,1.1125,0.425,26.251637,9.6104805,5.896696,7.2291225,16.0
1945,I,1.0875,0.8375,0.2875,11.4815475,4.6776675,2.608154,3.685435,8.0
1946,F,1.4375,1.0875,0.3875,27.82503425,10.87203325,6.293589,10.50348975,11.0
1947,I,1.0875,0.8625,0.2875,11.94931425,5.85417175,2.6932025,3.30271675,7.0
1948,M,1.4125,1.0875,0.3,25.344453,13.154168,6.2652395,6.7755305,8.0
1949,I,1.375,1.05,0.3625,21.27629975,7.10154975,4.025629,6.23689,19.0
1950,I,0.875,0.6625,0.2125,4.989512,1.871067,1.2757275,1.70097,8.0
1951,I,0.9375,0.725,0.2375,7.98038425,3.4869885,1.6726205,2.4097075,8.0
1952,F,1.4375,1.125,0.4,25.684647,12.8423235,5.25883225,6.690482,9.0
1953,F,1.1375,0.85,0.3125,13.494362,6.973977,2.6365035,3.685435,9.0
1954,F,1.625,1.3375,0.4625,41.97143475,19.674553,9.08601475,12.757275,12.0
1955,F,1.5875,1.3125,0.5,41.4753185,17.73261225,8.731646,11.90679,13.0
1956,M,1.2875,0.9875,0.3625,18.24290325,7.66853975,4.57844425,4.6776675,11.0
1957,M,1.5625,1.25,0.4,34.23202125,17.0097,6.90310325,10.0640725,10.0
1958,F,1.6375,1.3125,0.45,43.95589975,20.0430965,10.24834425,12.757275,12.0
1959,M,1.55,1.2,0.4375,38.82464025,17.293195,8.3064035,10.77281,10.0
1960,I,1.1,0.825,0.25,10.2908685,4.63514325,1.7293195,3.33106625,7.0
1961,M,1.6125,1.3,0.425,36.85435,16.51358375,7.78193775,10.3475675,12.0
1962,M,1.125,0.875,0.275,11.66581925,5.10291,2.778251,3.8271825,9.0
1963,M,1.5375,1.1875,0.4125,33.8776525,15.94659375,6.6621325,8.9300925,11.0
1964,I,1.425,1.1125,0.3875,27.8675585,12.85649825,4.025629,7.72523875,8.0
1965,F,1.225,0.95,0.3375,14.5999925,5.96756975,2.73572675,4.9611625,21.0
1966,M,1.7375,1.325,0.425,49.54075125,24.7491135,8.32057825,12.643877,11.0
1967,I,0.9375,0.7125,0.2,7.994559,2.83495,1.11980525,1.984465,6.0
1968,I,1.25,0.95,0.3125,15.83319575,7.087375,3.231843,4.819415,9.0
1969,I,0.8625,0.6875,0.2375,6.30776375,2.39553275,1.2190285,2.1262125,6.0
1970,I,1.55,1.2125,0.4625,29.9087225,11.396499,6.56290925,9.865626,12.0
1971,F,1.7375,1.3125,0.45,47.10269425,22.01338675,9.11436425,11.90679,15.0
1972,I,1.3125,1.0,0.3125,18.653971,9.6671795,3.9972795,4.69184225,8.0
1973,I,1.4125,1.075,0.35,22.97726975,9.2135875,4.422522,6.80388,10.0
1974,F,1.6,1.2875,0.4,33.46658475,13.4660125,8.278054,9.3269855,13.0
1975,M,1.325,1.0125,0.325,17.7184375,7.824462,3.33106625,4.53592,8.0
1976,F,1.525,1.2125,0.375,30.43318825,14.75591475,5.48562825,7.7961125,9.0
1977,M,1.4875,1.225,0.4125,31.808139,13.5227115,6.690482,9.59630575,9.0
1978,M,1.4875,1.175,0.3875,34.699788,14.50076925,6.2652395,9.14271375,14.0
1979,I,0.875,0.6375,0.2125,5.0745605,2.19708625,0.97805775,1.70097,5.0
1980,I,0.4875,0.3375,0.1,0.86465975,0.3118445,0.21262125,0.283495,5.0
1981,M,1.4,1.1625,0.4125,34.1611475,13.1825175,5.57067675,9.922325,17.0
1982,I,1.0125,0.7625,0.175,8.618248,4.989512,1.77184375,2.324659,7.0
1983,I,1.325,1.075,0.325,19.74542675,9.2135875,4.082328,5.8116475,8.0
1984,I,0.45,0.3125,0.1,1.814368,0.60951425,0.3118445,0.396893,4.0
1985,F,1.1875,0.9,0.2875,12.74310025,5.443104,2.82077525,4.3941725,12.0
1986,I,1.3125,1.025,0.3125,16.42853525,7.087375,3.72795925,4.1106775,7.0
1987,M,1.725,1.35,0.4875,47.95317925,21.64484325,11.60912025,12.757275,11.0
1988,I,0.725,0.525,0.2,3.3168915,1.31825175,0.83631025,0.850485,6.0
1989,I,1.4,1.075,0.3375,23.8986285,10.2341695,5.59902625,5.386405,9.0
1990,M,1.55,1.2375,0.375,34.302895,15.60639975,8.71747125,10.0640725,10.0
1991,M,1.525,1.175,0.4,29.937072,11.4248485,7.0023265,8.221355,12.0
1992,M,1.3125,1.025,0.4,18.92329125,7.98038425,4.63514325,6.0951425,10.0
1993,F,1.3875,1.0875,0.3875,24.70658925,9.8939755,4.932813,7.93786,13.0
1994,M,1.4625,1.125,0.3625,26.988724,11.75086775,6.67630725,7.66853975,10.0
1995,F,1.5375,1.225,0.4,31.62386725,13.50853675,7.35669525,9.1001895,12.0
1996,M,1.35,1.0375,0.35,24.8058125,9.87980075,4.706017,7.2291225,9.0
1997,M,1.575,1.175,0.45,33.40988575,13.4660125,7.087375,10.39009175,11.0
1998,F,1.425,1.1125,0.3875,30.05047,13.87708025,6.80388,7.2291225,10.0
1999,M,1.25,0.95,0.375,19.57532975,8.51902475,3.7137845,5.6699,8.0
2000,F,1.3125,1.025,0.35,19.674553,10.0073735,4.082328,5.8116475,8.0
2001,I,0.7125,0.525,0.2,3.30271675,1.17650425,0.75126175,0.9922325,5.0
2002,I,0.8875,0.7375,0.25,8.57572375,4.63514325,1.644271,2.551455,7.0
2003,M,1.3,0.9875,0.3,15.762322,7.0023265,3.30271675,4.1673765,8.0
2004,I,0.5375,0.375,0.1125,0.89300925,0.29766975,0.1417475,0.35436875,6.0
2005,M,1.4125,1.0875,0.4625,27.328918,10.84368375,4.46504625,11.056305,14.0
2006,I,1.05,0.8125,0.2875,9.82310175,4.37999775,1.984465,2.9766975,8.0
2007,I,1.25,0.9625,0.3,17.293195,7.711064,3.84135725,5.386405,8.0
2008,M,1.1625,0.9,0.325,13.947954,5.08873525,3.04757125,4.53592,10.0
2009,I,1.3125,0.9875,0.3125,18.6256215,8.278054,3.7137845,5.953395,9.0
2010,I,0.4,0.275,0.0875,0.510291,0.18427175,0.0850485,0.1417475,3.0
2011,I,0.9875,0.7375,0.25,8.57572375,3.2601925,1.3891255,2.4097075,6.0
2012,M,1.4625,1.1625,0.375,26.63435525,12.303683,6.6621325,7.767763,9.0
2013,I,0.725,0.525,0.1375,2.83495,1.06310625,0.8788345,0.9922325,3.0
2014,M,1.175,0.8875,0.325,16.6978555,6.73300625,3.10427025,5.5281525,13.0
2015,M,1.525,1.1875,0.4125,30.71668325,13.62193475,6.98815175,9.355335,14.0
2016,M,1.55,1.2,0.3625,29.7386255,14.401546,4.89028875,8.0796075,12.0
2017,F,1.2625,1.0125,0.3125,19.74542675,8.63242275,4.86193925,4.3941725,8.0
2018,I,1.075,0.8,0.25,10.33339275,4.40834725,1.814368,2.9766975,8.0
2019,F,1.425,1.1,0.4125,27.9809565,10.53183925,5.8683465,8.50485,12.0
2020,M,1.375,1.1125,0.3875,28.066005,11.63746975,6.87475375,7.5126175,10.0
2021,I,0.4125,0.0,0.0875,0.5953395,0.21262125,0.12757275,0.1417475,4.0
2022,I,1.2375,0.9375,0.2875,16.44271,6.633783,4.15320175,4.53592,8.0
2023,I,0.7125,0.525,0.1625,2.96252275,1.17650425,0.56699,0.850485,5.0
2024,F,1.675,1.2875,0.4125,37.9032815,16.0174675,8.561549,10.9145575,13.0
2025,M,1.5375,1.1875,0.375,32.07745925,13.9196045,7.0023265,8.9300925,11.0
2026,F,1.7375,1.35,0.5,52.673371,20.695135,10.58853825,14.33067225,18.0
2027,M,1.525,1.2,0.4375,35.50774875,17.4349425,6.066793,9.4970825,13.0
2028,F,1.225,0.975,0.3,14.8834875,5.6699,2.96252275,4.3941725,17.0
2029,I,1.25,0.925,0.3125,16.34348675,7.75358825,2.93417325,4.6209685,8.0
2030,I,1.25,0.9375,0.3125,18.80989325,9.808927,3.9405805,4.195726,9.0
2031,F,1.1625,0.8875,0.3,14.968536,6.3786375,3.1467945,4.1106775,8.0
2032,F,1.3,1.0625,0.425,23.700182,9.87980075,4.309124,8.3631025,10.0
2033,F,1.5625,1.225,0.4625,31.79396425,13.11164375,7.47009325,9.2135875,11.0
2034,F,1.525,1.225,0.425,33.83512825,14.6566915,8.6465975,10.0073735,11.0
2035,F,1.7,1.35,0.4625,47.230267,19.97222275,9.8372765,11.1980525,10.0
2036,F,1.425,1.1125,0.375,28.10852925,12.0485375,6.1518415,7.7961125,8.0
2037,F,1.5625,1.3125,0.4625,38.56172725,16.68368075,9.015141,10.0640725,9.0
2038,I,1.15,0.8875,0.3,13.8062065,6.13766675,3.061746,3.01922175,7.0
2039,I,1.1,0.8875,0.3125,12.99824575,5.443104,2.4664065,3.685435,9.0
2040,M,1.4375,1.0875,0.375,27.88173325,13.494362,5.23048275,7.654365,11.0
2041,I,0.8125,0.675,0.25,5.443104,2.26796,1.1056305,1.8427175,7.0
2042,M,1.5625,1.225,0.3875,34.68561325,15.705623,7.9095105,8.06543275,9.0
2043,M,1.4625,1.1625,0.4625,29.3417325,13.13999325,7.0023265,8.0796075,10.0
2044,M,1.4375,1.1,0.3375,26.12406425,11.0846545,5.23048275,6.70465675,14.0
2045,I,0.95,0.725,0.25,8.901743,3.572037,1.7293195,2.26796,7.0
2046,M,1.4125,1.075,0.4125,23.0481435,8.3064035,5.06038575,6.6621325,13.0
2047,I,1.1875,0.9,0.3,12.54465375,5.443104,2.8066005,3.96893,7.0
2048,F,1.2,0.9375,0.3,15.77649675,6.973977,3.78465825,4.3941725,8.0
2049,I,0.875,0.6625,0.2125,5.613201,2.05533875,1.17650425,1.70097,6.0
2050,F,1.2875,0.975,0.2875,17.0097,7.41339425,4.06815325,4.082328,13.0
2051,I,0.7,0.45,0.175,2.0128145,0.850485,0.60951425,0.60951425,5.0
2052,F,1.8,1.375,0.5125,56.075311,28.0943545,11.396499,16.0174675,10.0
2053,F,1.5375,1.225,0.4,31.62386725,10.6310625,6.78970525,8.1363065,11.0
2054,M,1.1625,0.925,0.2875,14.75591475,4.97533725,2.56562975,5.5281525,11.0
2055,F,1.3625,1.0375,0.375,24.437269,9.34116025,4.8477645,8.0796075,10.0
2056,I,1.375,1.075,0.2875,18.75319425,8.164656,4.15320175,4.32329875,7.0
2057,F,1.5625,1.2125,0.4375,36.78347625,18.38465075,7.64019025,9.19941275,9.0
2058,F,1.5375,1.1875,0.425,35.3518265,15.77649675,7.2858215,9.7805775,13.0
2059,F,1.6,1.35,0.45,30.44367625,13.154168,5.23048275,9.922325,18.0
2060,M,1.4875,1.2,0.3875,31.6096925,13.73533275,5.99591925,9.7805775,13.0
2061,I,1.1875,0.9,0.3,14.50076925,6.13766675,2.721552,4.3941725,8.0
2062,F,1.225,1.0,0.3875,21.55979475,7.3992195,3.855532,7.2291225,13.0
2063,M,1.6125,1.2125,0.4625,33.92017675,14.92601175,7.5693165,10.3475675,11.0
2064,F,0.875,0.6625,0.2375,6.123492,2.9199985,1.51669825,2.551455,11.0
2065,F,1.7125,1.3125,0.45,44.38114225,19.94387325,10.7444605,11.1980525,11.0
2066,I,1.075,0.8125,0.2875,11.09882925,4.4508715,2.05533875,3.40194,11.0
2067,M,1.5875,1.275,0.45,37.194544,17.5483405,8.46232575,10.6310625,10.0
2068,M,1.65,1.3,0.5,41.48949325,17.78931125,10.149121,12.85649825,11.0
2069,M,1.7,1.325,0.475,41.8722115,18.38465075,8.46232575,11.623295,8.0
2070,M,1.2125,0.95,0.2625,13.56523575,5.443104,3.061746,4.9611625,7.0
2071,F,1.525,1.175,0.425,31.808139,13.90542975,5.99591925,8.788345,12.0
2072,M,1.2875,0.975,0.3625,24.5223175,8.788345,5.6699,8.50485,11.0
2073,M,1.4125,1.125,0.3625,24.9192105,8.17883075,4.1106775,8.0796075,9.0
2074,M,1.2125,0.9,0.3125,16.51358375,7.24329725,3.86970675,4.3941725,7.0
2075,I,0.6625,0.5125,0.1625,2.99087225,15.592225,0.89300925,0.97805775,6.0
2076,F,1.35,1.075,0.4125,23.019794,9.82310175,5.48562825,6.9456275,12.0
2077,I,1.375,1.05,0.325,19.43358225,8.221355,4.1106775,5.386405,9.0
2078,M,1.475,1.1625,0.4125,31.467945,11.97766375,6.95980225,9.7805775,13.0
2079,M,1.5,1.2,0.4125,34.6147395,16.93882625,7.64019025,8.6465975,9.0
2080,I,1.4,1.125,0.3625,22.55202725,10.19164525,4.40834725,6.3786375,8.0
2081,I,0.9875,0.75,0.2875,7.144074,2.65067825,1.7293195,2.28213475,8.0
2082,F,0.8625,0.65,0.225,5.8683465,2.42388225,1.23320325,2.26796,12.0
2083,F,1.375,1.025,0.3375,22.736299,10.24834425,5.3013565,6.6621325,8.0
2084,F,1.5625,1.225,0.4,34.60056475,13.96212875,8.1363065,8.9867915,9.0
2085,M,1.5,1.175,0.375,28.7180435,12.71475075,6.13766675,8.3631025,10.0
2086,M,1.625,1.2875,0.375,39.02308675,18.38465075,8.94426725,9.355335,9.0
2087,F,1.5375,1.1875,0.4,31.4395955,15.932419,6.577084,8.788345,10.0
2088,M,1.3,1.0625,0.3375,23.019794,11.43902325,4.60679375,6.690482,9.0
2089,F,1.3875,1.075,0.3625,23.17571625,10.61688775,5.556502,6.6621325,8.0
2090,I,0.925,0.6875,0.2375,8.561549,4.1673765,1.97029025,2.2396105,7.0
2091,F,1.6125,1.3125,0.3875,40.78075575,16.93882625,9.355335,11.283101,12.0
2092,I,0.8875,0.675,0.2375,6.98815175,3.118445,1.13398,1.70097,6.0
2093,I,0.35,0.25,0.075,0.510291,0.18427175,0.113398,0.1417475,7.0
2094,I,1.3125,1.0125,0.275,16.9246515,7.24329725,3.9972795,5.10291,11.0
2095,I,0.825,0.6375,0.2125,5.17378375,2.2396105,1.11980525,1.5592225,6.0
2096,I,1.2125,0.95,0.3375,18.9091165,7.9095105,3.50116325,4.9611625,8.0
2097,I,0.9875,0.7375,0.25,7.6827145,3.35941575,1.77184375,2.4097075,7.0
2098,I,0.675,0.5,0.15,2.721552,1.0489315,0.52446575,0.850485,5.0
2099,I,1.0625,0.8125,0.3,10.44679075,4.23825025,2.33883375,2.9766975,6.0
2100,M,1.25,0.9875,0.3,18.38465075,8.51902475,3.6570855,4.9611625,9.0
2101,F,1.3,0.9875,0.3625,22.55202725,11.623295,5.40057975,5.14543425,8.0
2102,I,0.7,0.525,0.175,3.3735905,1.247378,0.43941725,0.850485,1.0
2103,M,1.325,1.075,0.3625,20.08562075,9.99319875,4.40834725,5.8683465,8.0
2104,F,1.2625,1.0,0.3375,18.1153305,8.85921875,3.64291075,5.10291,8.0
2105,I,1.3,1.0,0.3125,18.80989325,8.83086925,3.69960975,5.386405,8.0
2106,F,1.4875,1.1625,0.45,29.5118295,13.7495075,6.350288,8.9300925,9.0
2107,M,1.2625,1.0125,0.4,24.1821235,7.257472,5.59902625,8.0796075,14.0
2108,F,1.75,1.4375,0.4375,51.766187,24.664065,11.60912025,13.36678925,10.0
2109,I,1.375,1.125,0.375,21.9708625,10.262519,4.60679375,7.37087,11.0
2110,I,0.775,0.5625,0.1875,4.29494925,1.814368,1.020582,1.417475,6.0
2111,F,1.5625,1.2,0.425,33.40988575,14.33067225,6.973977,9.7805775,12.0
2112,I,1.25,0.9625,0.325,18.0019325,9.128539,3.7704835,4.3941725,10.0
2113,F,1.2,0.9625,0.425,16.839603,5.499803,3.7137845,6.3219385,21.0
2114,M,1.575,1.225,0.375,32.07745925,15.37960375,7.881161,6.6621325,8.0
2115,I,0.6125,0.4375,0.1625,1.99863975,0.8788345,0.49611625,0.4819415,5.0
2116,I,1.1125,0.9125,0.2625,12.417081,5.6699,2.8066005,3.685435,8.0
2117,I,0.6125,0.4375,0.15,1.7860185,0.850485,0.43941725,0.60951425,4.0
2118,F,1.6125,1.2625,0.4125,38.22930075,18.75319425,6.066793,9.4970825,9.0
